kept_index,removed_index,similarity,kept_title,removed_title,kept_text,removed_text
2429,7015,1.0,"What we know about the Kansas City shooting, plus Caitlin Clark’s big night","What we know about the Kansas City shooting, plus Caitlin Clark’s big night","This is the digital version of The Pulse. If you want it earlier, start every morning with The Pulse delivered to your inbox. Sign up here. Good morning. First, some sad news. Serious Matters: Kansas City catastrophe Yesterday was supposed to be ...","This is the digital version of The Pulse. If you want it earlier, start every morning with The Pulse delivered to your inbox. Sign up here. Good morning. First, some sad news. Serious Matters: Kansas City catastrophe Yesterday was supposed to be a..."
2432,4052,0.9646,Mike Sielski: The Chiefs’ Super Bowl parade turned into an atrocity. Don’t think it couldn’t happen here.,The Chiefs’ Super Bowl parade turned into an atrocity. Don’t think it couldn’t happen here.,"PHILADELPHIA — Charles Ramsey had his television tuned to the Kansas City Chiefs’ Super Bowl parade Wednesday afternoon, watching the event with a cop’s eye, with an understanding of how quickly calm can turn to chaos and then into horror. One dead, ...","Charles Ramsey had his television tuned to the Kansas City Chiefs’ Super Bowl parade Wednesday afternoon, watching the event with a cop’s eye, with an understanding of how quickly calm can turn to chaos and then into horror. One dead, 22 wounded, the..."
2433,2782,1.0,"Mother Blames MTA, Social Media for Son's Subway Surfing Death","Mother Blames MTA, Social Media for Son's Subway Surfing Death","In Exodus 32, God sends Moses down from the mountain because the Children of Israel have been “running wild” in Moses’ absence. Moses finds that Aaron has not exactly maintained order while he has been away and pulls Aaron aside for a little chat, pa...","In Exodus 32, God sends Moses down from the mountain because the Children of Israel have been ""running wild"" in Moses' absence. Moses finds that Aaron has not exactly maintained order while he has been away and pulls Aaron aside for a little chat, pa..."
2434,6590,1.0,Things to know about the shooting at the Kansas City Chiefs’ Super Bowl celebration,Things to know about the shooting at the Kansas City Chiefs' Super Bowl celebration,"KANSAS CITY, Mo. (AP) — Investigators in Kansas City on Thursday tried to untangle who is responsible for a shooting at the Chiefs’ Super Bowl celebration that killed one woman, injured more than 20 people and panicked thousands of people who moments...","KANSAS CITY, Mo. (AP) — Investigators in Kansas City on Thursday tried to untangle who is responsible for a shooting at the Chiefs' Super Bowl celebration that killed one woman, injured more than 20 people and panicked thousands of people who moments..."
2445,3141,1.0,Panicked Taylor Swift called Travis Kelce from Australia after Chiefs' shooting,Panicked Taylor Swift called Travis Kelce from Australia after Chiefs' shooting,"Just hours after her plane touched Australian soil, Taylor Swift was left ‘shaken’ upon learning about the Kansas City Chiefs parade mass shooting. Struck by panic, she rang up her boyfriend, Travis Kelce, in the wee hours. Swift had jumped on her p...","Just hours after her plane touched Australian soil, Taylor Swift was left ‘shaken’ upon learning about the Kansas City Chiefs parade mass shooting. Struck by panic, she rang up her boyfriend, Travis Kelce, in the wee hours. Swift, who had jumped on ..."
2470,4687,1.0,Two youths charged in connection with Kansas City Chiefs Super Bowl parade shooting | US News,Two youths charged in connection with Kansas City Chiefs Super Bowl parade shooting - Seaside FM,"Two youths have been charged in connection with a deadly shooting at a Kansas City Chiefs’ Super Bowl parade. Gunfire outside a nearby former train station in Kansas City, Missouri, sent crowds of fans at the rally running for safety on Wednesday. ...","Two youths have been charged in connection with a deadly shooting at a Kansas City Chiefs' Super Bowl parade. Gunfire outside a nearby former train station in Kansas City, Missouri, sent crowds of fans at the rally running for safety on Wednesday.One..."
2470,5848,1.0,Two youths charged in connection with Kansas City Chiefs Super Bowl parade shooting | US News,Two youths charged in connection with Kansas City Chiefs Super Bowl parade shooting,"Two youths have been charged in connection with a deadly shooting at a Kansas City Chiefs’ Super Bowl parade. Gunfire outside a nearby former train station in Kansas City, Missouri, sent crowds of fans at the rally running for safety on Wednesday. ...","Two youths have been charged in connection with a deadly shooting at a Kansas City Chiefs' Super Bowl parade. Gunfire outside a nearby former train station in Kansas City, Missouri, sent crowds of fans at the rally running for safety on Wednesday. ..."
2471,6922,1.0,Kansas City Super Bowl parade shooting result of 'dispute',Kansas City Super Bowl parade shooting result of 'dispute',"The shooting at the Kansas City Chiefs' Super Bowl victory rally that left one person dead and 22 injured, including several children, was a personal altercation and two juveniles were among those detained, police said Thursday. Up to a million jubi...","The shooting at the Kansas City Chiefs’ Super Bowl victory rally that left one person dead and 22 injured, including several children, was a personal altercation and two juveniles were among those detained, police said Thursday. Up to a million jubi..."
2473,8684,0.9687,16-year-old Taylor Swift fan killed while on the way to megastar’s concert in Australia,16-year-old Taylor Swift fan killed while on the way to megastar’s concert in Australia,"16-year-old Taylor Swift fan killed while on the way to megastar’s concert in Australia Published: Feb. 19, 2024 at 3:05 PM CST|Updated: 21 minutes ago (Gray News) - Tragedy struck when a 16-year-old Taylor Swift superfan was killed while on the wa...","16-year-old Taylor Swift fan killed while on the way to megastar’s concert in Australia Published: Feb. 19, 2024 at 3:05 PM CST|Updated: 17 minutes ago (Gray News) - Tragedy struck when a 16-year-old Taylor Swift superfan was killed while on the wa..."
2490,3268,0.9591,Travis Kelce donates $100K to 2 children injured in Chiefs parade shooting,Travis Kelce donates $100K to 2 children injured in Chiefs parade shooting,"Travis Kelce donates $100K to 2 children injured in Chiefs parade shooting Eighty-Seven & Running, an organization founded by Travis Kelce, made two $50,000 donations to a GoFundMe page on Friday. TEGNA Digital 12:41 PM EST February 17, 2024 1:41...","Travis Kelce donates $100K to 2 children injured in Chiefs parade shooting Eighty-Seven & Running, an organization founded by Travis Kelce, made two $50,000 donations to a GoFundMe page on Friday. TEGNA Digital 12:41 PM EST February 17, 2024 5:23..."
2490,5201,0.9638,Travis Kelce donates $100K to 2 children injured in Chiefs parade shooting,Travis Kelce makes $100K donation to 2 girls injured in shooting,"Travis Kelce donates $100K to 2 children injured in Chiefs parade shooting Eighty-Seven & Running, an organization founded by Travis Kelce, made two $50,000 donations to a GoFundMe page on Friday. TEGNA Digital 12:41 PM EST February 17, 2024 1:41...","Travis Kelce donates $100K to 2 children injured in Chiefs parade shooting Eighty-Seven & Running, an organization founded by Travis Kelce, made two $50,000 donations to a GoFundMe page on Friday. TEGNA Digital 12:41 PM EST February 17, 2024 12:4..."
2491,5519,0.9528,Super Bowl: Η στιγμή που το πλήθος αφοπλίζει έναν από τους δράστες των πυροβολισμών στο Κάνσας,Super Bowl: Η στιγμή που το πλήθος αφοπλίζει έναν από τους δράστες των πυροβολισμών στο Κάνσας,"Σε τραγωδία μετατράπηκε στο Κάνσας των ΗΠΑ, η παρέλαση για την νίκη των Kansas City Chiefs στον τελικό του Super Bowl, καθώς έπεσαν πυροβολισμοί με μια γυναίκα να χάνει τη ζωή της και περίπου 29 άτομα να τραυματίζονται ανάμεσά τους και παιδιά. Όλα συ...","Σε τραγωδία μετατράπηκε στο Κάνσας η παρέλαση για την νίκη των Kansas City Chiefs στον τελικό του Super Bowl, καθώς έπεσαν πυροβολισμοί με μια γυναίκα να χάνει τη ζωή της και περίπου 29 άτομα να τραυματίζονται ανάμεσά τους και παιδιά. Όλα συνέβησαν ..."
2491,8094,0.9528,Super Bowl: Η στιγμή που το πλήθος αφοπλίζει έναν από τους δράστες των πυροβολισμών στο Κάνσας,"Η στιγμή που το πλήθος αφοπλίζει έναν από τους δράστες των πυροβολισμών στην παρέλαση των Kansas City Chiefs - Νεκρή μια γυναίκα, πολλοί οι σοβαρά τραυματίες","Σε τραγωδία μετατράπηκε στο Κάνσας των ΗΠΑ, η παρέλαση για την νίκη των Kansas City Chiefs στον τελικό του Super Bowl, καθώς έπεσαν πυροβολισμοί με μια γυναίκα να χάνει τη ζωή της και περίπου 29 άτομα να τραυματίζονται ανάμεσά τους και παιδιά. Όλα συ...","Σε τραγωδία μετατράπηκε στο Κάνσας η παρέλαση για την νίκη των Kansas City Chiefs στον τελικό του Super Bowl, καθώς έπεσαν πυροβολισμοί με μια γυναίκα να χάνει τη ζωή της και περίπου 29 άτομα να τραυματίζονται ανάμεσά τους και παιδιά. Όλα συνέβησαν σ..."
2501,4994,0.9628,"Kansas City Chiefs parade mass shooting stemmed from dispute, two juveniles detained","Kansas City Chiefs parade mass shooting stemmed from dispute, two juveniles detained","(KANSAS CITY, Mo.) -- The mass shooting that erupted at the end of the Chiefs' Super Bowl celebration in Kansas City, Missouri, appeared to stem from a dispute, according to police. The shooting, in which one person was killed and 22 were hurt, unfo...","(KANSAS CITY, Mo.) — The mass shooting that erupted at the end of the Chiefs’ Super Bowl celebration in Kansas City, Missouri, appeared to stem from a dispute, according to police. The shooting, in which one person was killed and 22 were hurt, unfol..."
2501,5857,1.0,"Kansas City Chiefs parade mass shooting stemmed from dispute, two juveniles detained","Kansas City Chiefs parade mass shooting stemmed from dispute, two juveniles detained","(KANSAS CITY, Mo.) -- The mass shooting that erupted at the end of the Chiefs' Super Bowl celebration in Kansas City, Missouri, appeared to stem from a dispute, according to police. The shooting, in which one person was killed and 22 were hurt, unfo...","KANSAS CITY, Mo. — The mass shooting that erupted at the end of the Chiefs' Super Bowl celebration in Kansas City, Missouri, appeared to stem from a dispute, according to police. The shooting, in which one person was killed and 22 were hurt, unfolde..."
